t [s]	U''g [cm/s2] 	X'' [cm/s2] 	X' [cm/s]	X [cm]
14.404000	2.150352	-3.094664	1.535193	-0.006237
14.406000	3.714066	-5.131598	1.526967	-0.003175
14.408000	5.277780	-7.160182	1.514675	-0.000133
14.410000	6.841494	-9.179159	1.498336	0.002880
14.412000	8.405208	-11.187279	1.477970	0.005856
14.414000	9.968922	-13.183303	1.453599	0.008788
14.416000	11.532636	-15.166002	1.425250	0.011667
14.418000	13.096350	-17.134159	1.392949	0.014485
14.420000	12.025098	-16.455324	1.359360	0.017237
14.422000	10.953846	-15.767814	1.327137	0.019924
14.424000	9.882594	-15.072083	1.296297	0.022547
14.426000	8.811342	-14.368592	1.266856	0.025110
14.428000	7.740090	-13.657803	1.238830	0.027616
14.430000	6.668838	-12.940183	1.212232	0.030067
14.432000	5.597586	-12.216202	1.187076	0.032466
14.434000	4.526334	-11.486333	1.163373	0.034817
14.436000	3.455082	-10.751050	1.141136	0.037121
14.438000	2.383830	-10.010831	1.120374	0.039383
14.440000	5.095314	-13.043548	1.097319	0.041601
14.442000	7.806798	-16.060426	1.068215	0.043766
14.444000	10.518282	-19.059603	1.033095	0.045867
14.446000	13.229766	-22.039230	0.991996	0.047893
14.448000	15.941250	-24.997478	0.944960	0.049829
14.450000	18.652734	-27.932534	0.892030	0.051666
14.452000	21.364218	-30.842605	0.833255	0.053392
14.454000	24.075702	-33.725918	0.768686	0.054994
14.456000	26.787186	-36.580722	0.698379	0.056461
14.458000	29.498670	-39.405287	0.622393	0.057782
14.460000	29.582055	-39.573521	0.543415	0.058947
14.462000	29.665440	-39.716372	0.464125	0.059955
14.464000	29.748825	-39.833813	0.384575	0.060804
14.466000	29.832210	-39.925833	0.304815	0.061493
14.468000	29.915595	-39.992438	0.224897	0.062023
14.470000	29.998980	-40.033651	0.144871	0.062392
14.472000	30.082365	-40.049508	0.064787	0.062602
14.474000	30.165750	-40.040064	-0.015302	0.062652
14.476000	30.249135	-40.005388	-0.095348	0.062541
14.478000	30.332520	-39.945565	-0.175299	0.062270
14.480000	25.269579	-34.721639	-0.249966	0.061845
14.482000	20.206638	-29.488923	-0.314176	0.061281
14.484000	15.143697	-24.250739	-0.367916	0.060599
14.486000	10.080756	-19.010405	-0.411177	0.059820
14.488000	5.017815	-13.771232	-0.443959	0.058965
14.490000	-0.045126	-8.536521	-0.466267	0.058054
14.492000	-5.108067	-3.309563	-0.478113	0.057110
14.494000	-10.171008	1.906364	-0.479516	0.056152
14.496000	-15.233949	7.107997	-0.470501	0.055202
14.498000	-20.296890	12.292093	-0.451101	0.054281
14.500000	-19.597437	11.701171	-0.427108	0.053403
14.502000	-18.897984	11.104351	-0.404303	0.052571
14.504000	-18.198531	10.502024	-0.382696	0.051784
14.506000	-17.499078	9.894585	-0.362300	0.051039
14.508000	-16.799625	9.282429	-0.343123	0.050334
14.510000	-16.100172	8.665955	-0.325174	0.049665
14.512000	-15.400719	8.045561	-0.308463	0.049032
14.514000	-14.701266	7.421650	-0.292995	0.048430
14.516000	-14.001813	6.794624	-0.278779	0.047859
14.518000	-13.302360	6.164885	-0.265820	0.047314
14.520000	-9.826677	2.760529	-0.256894	0.046791
14.522000	-6.350994	-0.637023	-0.254771	0.046280
14.524000	-2.875311	-4.025647	-0.259433	0.045765
14.526000	0.600372	-7.403227	-0.270862	0.045235
14.528000	4.076055	-10.767661	-0.289033	0.044675
14.530000	7.551738	-14.116859	-0.313918	0.044072
14.532000	11.027421	-17.448747	-0.345483	0.043413
14.534000	14.503104	-20.761267	-0.383693	0.042684
14.536000	17.978787	-24.052378	-0.428507	0.041871
14.538000	21.454470	-27.320058	-0.479879	0.040963
14.540000	22.811193	-28.446337	-0.535646	0.039948
14.542000	24.167916	-29.551847	-0.593644	0.038818
14.544000	25.524639	-30.635942	-0.653832	0.037571
14.546000	26.881362	-31.697993	-0.716166	0.036201
14.548000	28.238085	-32.737384	-0.780601	0.034704
14.550000	29.594808	-33.753517	-0.847092	0.033076
14.552000	30.951531	-34.745810	-0.915591	0.031314
14.554000	32.308254	-35.713695	-0.986051	0.029412
14.556000	33.664977	-36.656625	-1.058421	0.027367
14.558000	35.021700	-37.574067	-1.132652	0.025176
14.560000	34.019118	-36.109533	-1.206335	0.022837
14.562000	33.016536	-34.625898	-1.277071	0.020354
14.564000	32.013954	-33.124147	-1.344821	0.017732
14.566000	31.011372	-31.605270	-1.409550	0.014978
14.568000	30.008790	-30.070271	-1.471226	0.012097
14.570000	29.006208	-28.520156	-1.529816	0.009096
14.572000	28.003626	-26.955943	-1.585292	0.005981
14.574000	27.001044	-25.378652	-1.637627	0.002758
14.576000	25.998462	-23.789312	-1.686795	-0.000567
14.578000	24.995880	-22.188956	-1.732773	-0.003986
14.580000	21.931236	-18.519470	-1.773482	-0.007492
14.582000	18.866592	-14.847513	-1.806849	-0.011073
14.584000	15.801948	-11.175406	-1.832872	-0.014712
14.586000	12.737304	-7.505466	-1.851552	-0.018397
14.588000	9.672660	-3.840002	-1.862898	-0.022111
14.590000	6.608016	-0.181316	-1.866919	-0.025841
14.592000	3.543372	3.468303	-1.863632	-0.029572
14.594000	0.478728	7.106574	-1.853057	-0.033288
14.596000	-2.585916	10.731232	-1.835220	-0.036977
14.598000	-5.650560	14.340024	-1.810148	-0.040622
14.600000	-5.826159	15.045749	-1.780763	-0.044213
14.602000	-6.001758	15.740213	-1.749977	-0.047744
14.604000	-6.177357	16.423006	-1.717813	-0.051211
14.606000	-6.352956	17.093727	-1.684297	-0.054614
14.608000	-6.528555	17.751981	-1.649451	-0.057947
14.610000	-6.704154	18.397387	-1.613302	-0.061210
14.612000	-6.879753	19.029568	-1.575875	-0.064399
14.614000	-7.055352	19.648160	-1.537197	-0.067512
14.616000	-7.230951	20.252806	-1.497296	-0.070547
14.618000	-7.406550	20.843160	-1.456200	-0.073500
14.620000	-4.566555	18.407550	-1.416949	-0.076373
14.622000	-1.726560	15.966443	-1.382575	-0.079173
14.624000	1.113435	13.521391	-1.353087	-0.081909
14.626000	3.953430	11.073946	-1.328492	-0.084590
14.628000	6.793425	8.625659	-1.308792	-0.087227
14.630000	9.633420	6.178076	-1.293989	-0.089830
14.632000	12.473415	3.732739	-1.284078	-0.092408
14.634000	15.313410	1.291184	-1.279054	-0.094971
14.636000	18.153405	-1.145057	-1.278908	-0.097529
14.638000	20.993400	-3.574462	-1.283627	-0.100092
14.640000	20.764827	-2.931282	-1.290133	-0.102666
14.642000	20.536254	-2.287867	-1.295352	-0.105251
14.644000	20.307681	-1.644623	-1.299285	-0.107846
14.646000	20.079108	-1.001957	-1.301931	-0.110447
14.648000	19.850535	-0.360272	-1.303294	-0.113052
14.650000	19.621962	0.280031	-1.303374	-0.115659
14.652000	19.393389	0.918549	-1.302175	-0.118264
14.654000	19.164816	1.554886	-1.299702	-0.120866
14.656000	18.936243	2.188645	-1.295958	-0.123462
14.658000	18.707670	2.819433	-1.290950	-0.126049
14.660000	11.959371	9.957376	-1.278173	-0.128618
14.662000	5.211072	17.071124	-1.251145	-0.131147
14.664000	-1.537227	24.156250	-1.209917	-0.133608
14.666000	-8.285526	31.208358	-1.154553	-0.135973
14.668000	-15.033825	38.223082	-1.085121	-0.138213
14.670000	-21.782124	45.196091	-1.001702	-0.140299
14.672000	-28.530423	52.123093	-0.904383	-0.142205
14.674000	-35.278722	58.999831	-0.793260	-0.143903
14.676000	-42.027021	65.822097	-0.668438	-0.145365
14.678000	-48.775320	72.585722	-0.530030	-0.146563
14.680000	-48.469248	72.242182	-0.385202	-0.147479
14.682000	-48.163176	71.853936	-0.241106	-0.148105
14.684000	-47.857104	71.421342	-0.097831	-0.148444
14.686000	-47.551032	70.944783	0.044535	-0.148497
14.688000	-47.244960	70.424672	0.185904	-0.148267
14.690000	-46.938888	69.861444	0.326191	-0.147755
14.692000	-46.632816	69.255564	0.465308	-0.146963
14.694000	-46.326744	68.607521	0.603171	-0.145895
14.696000	-46.020672	67.917829	0.739696	-0.144552
14.698000	-45.714600	67.187028	0.874801	-0.142937
14.700000	-39.280221	60.296032	1.002284	-0.141060
14.702000	-32.845842	53.384298	1.115964	-0.138942
14.704000	-26.411463	46.456237	1.215805	-0.136610
14.706000	-19.977084	39.516261	1.301777	-0.134092
14.708000	-13.542705	32.568777	1.373862	-0.131417
14.710000	-7.108326	25.618187	1.432049	-0.128611
14.712000	-0.673947	18.668881	1.476336	-0.125703
14.714000	5.760432	11.725241	1.506731	-0.122719
14.716000	12.194811	4.791631	1.523247	-0.119690
14.718000	18.629190	-2.127600	1.525911	-0.116640
14.720000	17.106678	-1.082471	1.522701	-0.113592
14.722000	15.584166	-0.039283	1.521580	-0.110547
14.724000	14.061654	1.001311	1.522542	-0.107503
14.726000	12.539142	2.038663	1.525582	-0.104455
14.728000	11.016630	3.072125	1.530692	-0.101399
14.730000	9.494118	4.101056	1.537866	-0.098330
14.732000	7.971606	5.124817	1.547091	-0.095245
14.734000	6.449094	6.142777	1.558359	-0.092140
14.736000	4.926582	7.154307	1.571656	-0.089010
14.738000	3.404070	8.158786	1.586969	-0.085851
14.740000	1.181124	9.855042	1.604983	-0.082659
14.742000	-1.041822	11.540825	1.626379	-0.079428
14.744000	-3.264768	13.215098	1.651135	-0.076151
14.746000	-5.487714	14.876833	1.679227	-0.072820
14.748000	-7.710660	16.525014	1.710629	-0.069430
14.750000	-9.933606	18.158635	1.745312	-0.065974
14.752000	-12.156552	19.776702	1.783248	-0.062446
14.754000	-14.379498	21.378234	1.824403	-0.058838
14.756000	-16.602444	22.962262	1.868743	-0.055145
14.758000	-18.825390	24.527830	1.916233	-0.051360
14.760000	-20.748150	25.774237	1.966535	-0.047477
14.762000	-22.670910	27.001258	2.019311	-0.043491
14.764000	-24.593670	28.208167	2.074520	-0.039398
14.766000	-26.516430	29.394256	2.132123	-0.035191
14.768000	-28.439190	30.558827	2.192076	-0.030867
14.770000	-30.361950	31.701199	2.254336	-0.026420
14.772000	-32.284710	32.820709	2.318858	-0.021847
14.774000	-34.207470	33.916707	2.385595	-0.017143
14.776000	-36.130230	34.988561	2.454500	-0.012303
14.778000	-38.052990	36.035655	2.525524	-0.007323
14.780000	-37.520307	34.605417	2.596166	-0.002201
14.782000	-36.987624	33.156941	2.663928	0.003059
14.784000	-36.454941	31.691185	2.728776	0.008452
14.786000	-35.922258	30.209119	2.790676	0.013971
14.788000	-35.389575	28.711718	2.849597	0.019612
14.790000	-34.856892	27.199964	2.905509	0.025367
14.792000	-34.324209	25.674848	2.958384	0.031231
14.794000	-33.791526	24.137365	3.008196	0.037197
14.796000	-33.258843	22.588515	3.054922	0.043260
14.798000	-32.726160	21.029305	3.098540	0.049414
14.800000	-28.081125	15.354200	3.134923	0.055647
14.802000	-23.436090	9.683653	3.159961	0.061942
14.804000	-18.791055	4.021230	3.173666	0.068276
14.806000	-14.146020	-1.629519	3.176057	0.074626
14.808000	-9.500985	-7.265058	3.167163	0.080969
14.810000	-4.855950	-12.881871	3.147016	0.087283
14.812000	-0.210915	-18.476461	3.115658	0.093546
14.814000	4.434120	-24.045357	3.073136	0.099734
14.816000	9.079155	-29.585109	3.019505	0.105827
14.818000	13.724190	-35.092297	2.954828	0.111801
14.820000	10.441764	-32.647265	2.887088	0.117643
14.822000	7.159338	-30.187778	2.824253	0.123355
14.824000	3.876912	-27.715421	2.766350	0.128945
14.826000	0.594486	-25.231787	2.713403	0.134425
14.828000	-2.687940	-22.738472	2.665433	0.139804
14.830000	-5.970366	-20.237071	2.622457	0.145092
14.832000	-9.252792	-17.729184	2.584491	0.150299
14.834000	-12.535218	-15.216408	2.551545	0.155435
14.836000	-15.817644	-12.700340	2.523629	0.160510
14.838000	-19.100070	-10.182576	2.500746	0.165534
14.840000	-19.165797	-10.876863	2.479686	0.170515
14.842000	-19.231524	-11.562547	2.457247	0.175452
14.844000	-19.297251	-12.239217	2.433445	0.180342
14.846000	-19.362978	-12.906468	2.408299	0.185184
14.848000	-19.428705	-13.563904	2.381829	0.189974
14.850000	-19.494432	-14.211135	2.354054	0.194710
14.852000	-19.560159	-14.847777	2.324995	0.199389
14.854000	-19.625886	-15.473456	2.294674	0.204009
14.856000	-19.691613	-16.087805	2.263113	0.208567
14.858000	-19.757340	-16.690464	2.230334	0.213060
14.860000	-11.573838	-25.518660	2.188125	0.217478
14.862000	-3.390336	-34.308603	2.128298	0.221795
14.864000	4.793166	-43.054845	2.050934	0.225974
14.866000	12.976668	-51.751979	1.956128	0.229981
14.868000	21.160170	-60.394643	1.843981	0.233781
14.870000	29.343672	-68.977521	1.714609	0.237340
14.872000	37.527174	-77.495350	1.568136	0.240623
14.874000	45.710676	-85.942920	1.404698	0.243595
14.876000	53.894178	-94.315080	1.224440	0.246225
14.878000	62.077680	-102.606738	1.027518	0.248477
14.880000	55.478493	-96.051057	0.828860	0.250333
14.882000	48.879306	-89.451245	0.643358	0.251805
14.884000	42.280119	-82.811573	0.471095	0.252920
14.886000	35.680932	-76.136331	0.312147	0.253703
14.888000	29.081745	-69.429818	0.166581	0.254182
14.890000	22.482558	-62.696342	0.034455	0.254383
14.892000	15.883371	-55.940220	-0.084182	0.254333
14.894000	9.284184	-49.165768	-0.189288	0.254059
14.896000	2.684997	-42.377306	-0.280831	0.253589
14.898000	-3.914190	-35.579152	-0.358787	0.252950
14.900000	-6.302925	-32.980122	-0.427347	0.252164
14.902000	-8.691660	-30.366811	-0.490694	0.251245
14.904000	-11.080395	-27.740906	-0.548801	0.250206
14.906000	-13.469130	-25.104092	-0.601646	0.249056
14.908000	-15.857865	-22.458062	-0.649208	0.247805
14.910000	-18.246600	-19.804506	-0.691471	0.246464
14.912000	-20.635335	-17.145119	-0.728421	0.245044
14.914000	-23.024070	-14.481591	-0.760047	0.243556
14.916000	-25.412805	-11.815614	-0.786345	0.242009
14.918000	-27.801540	-9.148874	-0.807309	0.240416
14.920000	-20.716758	-15.943192	-0.832401	0.238776
14.922000	-13.631976	-22.710401	-0.871055	0.237072
14.924000	-6.547194	-29.446302	-0.923211	0.235278
14.926000	0.537588	-36.146724	-0.988804	0.233366
14.928000	7.622370	-42.807530	-1.067759	0.231310
14.930000	14.707152	-49.424618	-1.159991	0.229082
14.932000	21.791934	-55.993923	-1.265409	0.226656
14.934000	28.876716	-62.511422	-1.383915	0.224007
14.936000	35.961498	-68.973134	-1.515399	0.221108
14.938000	43.046280	-75.375124	-1.659748	0.217933
14.940000	38.138337	-69.737718	-1.804860	0.214468
14.942000	33.230394	-64.070472	-1.938669	0.210725
14.944000	28.322451	-58.377036	-2.061116	0.206725
14.946000	23.414508	-52.661068	-2.172154	0.202491
14.948000	18.506565	-46.926228	-2.271741	0.198048
14.950000	13.598622	-41.176181	-2.359844	0.193416
14.952000	8.690679	-35.414593	-2.436435	0.188620
14.954000	3.782736	-29.645128	-2.501494	0.183682
14.956000	-1.125207	-23.871442	-2.555011	0.178625
14.958000	-6.033150	-18.097190	-2.596980	0.173473
14.960000	-5.455341	-17.804018	-2.632881	0.168243
14.962000	-4.877532	-17.500351	-2.668185	0.162942
14.964000	-4.299723	-17.186408	-2.702872	0.157571
14.966000	-3.721914	-16.862413	-2.736921	0.152131
14.968000	-3.144105	-16.528594	-2.770312	0.146624
14.970000	-2.566296	-16.185188	-2.803026	0.141051
14.972000	-1.988487	-15.832434	-2.835043	0.135413
14.974000	-1.410678	-15.470579	-2.866346	0.129711
14.976000	-0.832869	-15.099874	-2.896917	0.123948
14.978000	-0.255060	-14.720575	-2.926737	0.118125
14.980000	9.195894	-23.193554	-2.964651	0.112233
14.982000	18.646848	-31.630639	-3.019475	0.106249
14.984000	28.097802	-40.026597	-3.091133	0.100138
14.986000	37.548756	-48.376237	-3.179535	0.093868
14.988000	46.999710	-56.674407	-3.284586	0.087404
14.990000	56.450664	-64.916003	-3.406177	0.080713
14.992000	65.901618	-73.095968	-3.544188	0.073763
14.994000	75.352572	-81.209298	-3.698494	0.066520
14.996000	84.803526	-89.251042	-3.868954	0.058952
14.998000	94.254480	-97.216307	-4.055421	0.051028
15.000000	87.224634	-88.642741	-4.241280	0.042731
15.002000	80.194788	-80.034780	-4.409958	0.034080
15.004000	73.164942	-71.397939	-4.561391	0.025109
15.006000	66.135096	-62.737739	-4.695526	0.015852
15.008000	59.105250	-54.059702	-4.812324	0.006344
15.010000	52.075404	-45.369345	-4.911753	-0.003380
15.012000	45.045558	-36.672181	-4.993794	-0.013286
15.014000	38.015712	-27.973714	-5.058440	-0.023338
15.016000	30.985866	-19.279432	-5.105693	-0.033502
15.018000	23.956020	-10.594810	-5.135568	-0.043743
15.020000	12.681387	2.313490	-5.143849	-0.054023
15.022000	1.406754	15.187935	-5.126348	-0.064293
15.024000	-9.867879	28.020488	-5.083139	-0.074502
15.026000	-21.142512	40.803161	-5.014316	-0.084600
15.028000	-32.417145	53.528016	-4.919984	-0.094534
15.030000	-43.691778	66.187171	-4.800269	-0.104254
15.032000	-54.966411	78.772807	-4.655309	-0.113710
15.034000	-66.241044	91.277170	-4.485259	-0.122851
15.036000	-77.515677	103.692575	-4.290289	-0.131626
15.038000	-88.790310	116.011417	-4.070585	-0.139987
15.040000	-88.791291	116.968438	-3.837606	-0.147895
15.042000	-88.792272	117.849278	-3.602788	-0.155336
15.044000	-88.793253	118.653573	-3.366285	-0.162305
15.046000	-88.794234	119.381007	-3.128250	-0.168799
15.048000	-88.795215	120.031314	-2.888838	-0.174816
15.050000	-88.796196	120.604278	-2.648203	-0.180353
15.052000	-88.797177	121.099731	-2.406499	-0.185408
15.054000	-88.798158	121.517556	-2.163881	-0.189978
15.056000	-88.799139	121.857683	-1.920506	-0.194063
15.058000	-88.800120	122.120093	-1.676528	-0.197660
15.060000	-82.291185	115.804096	-1.438604	-0.200775
15.062000	-75.782250	109.430905	-1.213369	-0.203427
15.064000	-69.273315	103.004684	-1.000933	-0.205641
15.066000	-62.764380	96.529620	-0.801399	-0.207444
15.068000	-56.255445	90.009919	-0.614860	-0.208860
15.070000	-49.746510	83.449806	-0.441400	-0.209916
15.072000	-43.237575	76.853520	-0.281097	-0.210639
15.074000	-36.728640	70.225312	-0.134018	-0.211054
15.076000	-30.219705	63.569444	-0.000223	-0.211188
15.078000	-23.710770	56.890183	0.120237	-0.211068
15.080000	-21.027735	54.012297	0.231139	-0.210717
15.082000	-18.344700	51.107565	0.336259	-0.210149
15.084000	-15.661665	48.177886	0.435544	-0.209377
15.086000	-12.978630	45.225171	0.528948	-0.208413
15.088000	-10.295595	42.251339	0.616424	-0.207267
15.090000	-7.612560	39.258321	0.697934	-0.205953
15.092000	-4.929525	36.248052	0.773440	-0.204482
15.094000	-2.246490	33.222474	0.842911	-0.202865
15.096000	0.436545	30.183534	0.906317	-0.201116
15.098000	3.119580	27.133182	0.963633	-0.199246
15.100000	-3.259863	33.123048	1.023890	-0.197259
15.102000	-9.639306	39.076988	1.096090	-0.195139
15.104000	-16.018749	44.991337	1.180158	-0.192862
15.106000	-22.398192	50.862464	1.276012	-0.190406
15.108000	-28.777635	56.686773	1.383561	-0.187747
15.110000	-35.157078	62.460710	1.502708	-0.184860
15.112000	-41.536521	68.180758	1.633350	-0.181724
15.114000	-47.915964	73.843444	1.775374	-0.178316
15.116000	-54.295407	79.445340	1.928663	-0.174612
15.118000	-60.674850	84.983066	2.093091	-0.170590
15.120000	-62.287614	85.693344	2.263768	-0.166233
15.122000	-63.900378	86.347788	2.435809	-0.161533
15.124000	-65.513142	86.946124	2.609103	-0.156489
15.126000	-67.125906	87.488116	2.783537	-0.151096
15.128000	-68.738670	87.973563	2.958999	-0.145353
15.130000	-70.351434	88.402302	3.135375	-0.139259
15.132000	-71.964198	88.774204	3.312551	-0.132811
15.134000	-73.576962	89.089177	3.490414	-0.126008
15.136000	-75.189726	89.347165	3.668851	-0.118849
15.138000	-76.802490	89.548149	3.847746	-0.111332
15.140000	-71.662050	82.948481	4.020243	-0.103464
15.142000	-66.521610	76.313055	4.179504	-0.095264
15.144000	-61.381170	69.646146	4.325463	-0.086760
15.146000	-56.240730	62.952040	4.458062	-0.077976
15.148000	-51.100290	56.235026	4.577249	-0.068941
15.150000	-45.959850	49.499399	4.682983	-0.059680
15.152000	-40.819410	42.749454	4.775232	-0.050222
15.154000	-35.678970	35.989485	4.853971	-0.040593
15.156000	-30.538530	29.223781	4.919184	-0.030820
15.158000	-25.398090	22.456623	4.970865	-0.020930
15.160000	-25.797357	21.224167	5.014545	-0.010944
15.162000	-26.196624	19.981416	5.055751	-0.000874
15.164000	-26.595891	18.729180	5.094462	0.009276
15.166000	-26.995158	17.468274	5.130659	0.019501
15.168000	-27.394425	16.199514	5.164327	0.029796
15.170000	-27.793692	14.923720	5.195450	0.040156
15.172000	-28.192959	13.641714	5.224015	0.050575
15.174000	-28.592226	12.354322	5.250011	0.061049
15.176000	-28.991493	11.062368	5.273428	0.071573
15.178000	-29.390760	9.766678	5.294257	0.082141
15.180000	-25.197966	3.882505	5.307906	0.092743
15.182000	-21.005172	-1.989348	5.309800	0.103360
15.184000	-16.812378	-7.845211	5.299965	0.113970
15.186000	-12.619584	-13.681428	5.278438	0.124549
